 StateCode ,CountyCode,StateName,CountyName,ConfirmedCount_1992_1996,ConfirmedCount_1997_2001,ConfirmedCount_2002_2006,ConfirmedCount_2007_2011
22,95,Louisiana,St. John the Baptist Parish,,1.00,,
22,97,Louisiana,St. Landry Parish,,1.00,,1.00
22,99,Louisiana,St. Martin Parish,,2.00,1.00,
22,101,Louisiana,St. Mary Parish,,,,
22,103,Louisiana,St. Tammany Parish,3.00,4.00,,
22,105,Louisiana,Tangipahoa Parish,1.00,,1.00,
22,107,Louisiana,Tensas Parish,,,,
22,109,Louisiana,Terrebonne Parish,,2.00,,
22,111,Louisiana,Union Parish,1.00,,,
22,113,Louisiana,Vermilion Parish,,1.00,,
22,115,Louisiana,Vernon Parish,1.00,2.00,,
22,117,Louisiana,Washington Parish,1.00,6.00,,
22,119,Louisiana,Webster Parish,1.00,1.00,,1.00
22,121,Louisiana,West Baton Rouge Parish,,,,
22,123,Louisiana,West Carroll Parish,,,,
22,125,Louisiana,West Feliciana Parish,,,,
22,127,Louisiana,Winn Parish,,,,
23,0,Maine,Maine,,2.00,7.00,4.00
23,1,Maine,Androscoggin County,10.00,6.00,24.00,182.00
23,3,Maine,Aroostook County,3.00,1.00,9.00,20.00
23,5,Maine,Cumberland County,34.00,52.00,299.00,961.00
23,7,Maine,Franklin County,2.00,4.00,12.00,35.00
23,9,Maine,Hancock County,14.00,15.00,29.00,110.00
23,11,Maine,Kennebec County,8.00,8.00,51.00,411.00
23,13,Maine,Knox County,7.00,12.00,63.00,269.00
23,15,Maine,Lincoln County,12.00,9.00,63.00,180.00
23,17,Maine,Oxford County,3.00,9.00,11.00,73.00
23,19,Maine,Penobscot County,10.00,20.00,27.00,39.00
23,21,Maine,Piscataquis County,1.00,2.00,2.00,7.00
23,23,Maine,Sagadahoc County,2.00,4.00,36.00,174.00
23,25,Maine,Somerset County,2.00,5.00,13.00,27.00
23,27,Maine,Waldo County,2.00,4.00,14.00,76.00
23,29,Maine,Washington County,1.00,2.00,5.00,22.00
23,31,Maine,York County,64.00,177.00,539.00,870.00
24,0,Maryland,Maryland,1.00,,1.00,19.00
24,1,Maryland,Allegany County,2.00,4.00,11.00,35.00
24,3,Maryland,Anne Arundel County,95.00,378.00,498.00,585.00
24,5,Maryland,Baltimore County,371.00,199.00,56.00,1033.00
24,9,Maryland,Calvert County,38.00,166.00,229.00,161.00
24,11,Maryland,Caroline County,62.00,102.00,75.00,84.00
24,13,Maryland,Carroll County,50.00,176.00,569.00,480.00
24,15,Maryland,Cecil County,124.00,133.00,278.00,359.00
24,17,Maryland,Charles County,58.00,182.00,112.00,210.00
24,19,Maryland,Dorchester County,15.00,15.00,22.00,35.00
24,21,Maryland,Frederick County,8.00,90.00,467.00,494.00
24,23,Maryland,Garrett County,6.00,3.00,2.00,4.00
24,25,Maryland,Harford County,135.00,334.00,456.00,460.00
24,27,Maryland,Howard County,70.00,317.00,438.00,1159.00
24,29,Maryland,Kent County,81.00,132.00,72.00,109.00
24,31,Maryland,Montgomery County,125.00,298.00,453.00,1248.00
24,33,Maryland,Prince George's County,91.00,287.00,297.00,284.00
24,35,Maryland,Queen Anne's County,93.00,166.00,220.00,220.00
24,37,Maryland,St. Mary's County,27.00,58.00,66.00,107.00
24,39,Maryland,Somerset County,17.00,35.00,33.00,32.00
24,41,Maryland,Talbot County,42.00,123.00,100.00,128.00
24,43,Maryland,Washington County,9.00,29.00,180.00,324.00
24,45,Maryland,Wicomico County,23.00,23.00,92.00,91.00
24,47,Maryland,Worcester County,12.00,50.00,50.00,48.00
24,510,Maryland,Baltimore city,50.00,48.00,26.00,180.00
25,0,Massachusetts,Massachusetts,2.00,7.00,64.00,2357.00
25,1,Massachusetts,Barnstable County,124.00,599.00,870.00,799.00
25,3,Massachusetts,Berkshire County,4.00,144.00,350.00,490.00
25,5,Massachusetts,Bristol County,99.00,311.00,616.00,937.00
25,7,Massachusetts,Dukes County,41.00,149.00,262.00,176.00
25,9,Massachusetts,Essex County,96.00,588.00,980.00,1300.00
25,11,Massachusetts,Franklin County,7.00,19.00,66.00,206.00
25,13,Massachusetts,Hampden County,47.00,246.00,544.00,682.00
25,15,Massachusetts,Hampshire County,21.00,115.00,235.00,417.00
25,17,Massachusetts,Middlesex County,173.00,469.00,1496.00,2585.00
25,19,Massachusetts,Nantucket County,274.00,301.00,181.00,210.00
25,21,Massachusetts,Norfolk County,71.00,281.00,890.00,1612.00
25,23,Massachusetts,Plymouth County,99.00,531.00,1003.00,1511.00
25,25,Massachusetts,Suffolk County,28.00,66.00,127.00,236.00
25,27,Massachusetts,Worcester County,42.00,273.00,955.00,1630.00
26,0,Michigan,Michigan,,,,
26,1,Michigan,Alcona County,,,,
26,3,Michigan,Alger County,1.00,,2.00,
26,5,Michigan,Allegan County,1.00,2.00,5.00,10.00
26,7,Michigan,Alpena County,,1.00,,1.00
26,9,Michigan,Antrim County,1.00,,,
26,11,Michigan,Arenac County,,,,
26,13,Michigan,Baraga County,1.00,,,1.00
26,15,Michigan,Barry County,,,,3.00
26,17,Michigan,Bay County,,,,1.00
26,19,Michigan,Benzie County,,1.00,1.00,1.00
26,21,Michigan,Berrien County,2.00,3.00,7.00,29.00
26,23,Michigan,Branch County,,1.00,1.00,1.00
26,25,Michigan,Calhoun County,,1.00,2.00,1.00
26,27,Michigan,Cass County,,,2.00,3.00
26,29,Michigan,Charlevoix County,,,,1.00
26,31,Michigan,Cheboygan County,,,2.00,
26,33,Michigan,Chippewa County,2.00,2.00,,1.00
26,35,Michigan,Clare County,,,,2.00
26,37,Michigan,Clinton County,,,,1.00
26,39,Michigan,Crawford County,,,,
26,41,Michigan,Delta County,4.00,1.00,3.00,9.00
26,43,Michigan,Dickinson County,,2.00,1.00,13.00
26,45,Michigan,Eaton County,,,3.00,2.00
26,47,Michigan,Emmet County,1.00,1.00,,
26,49,Michigan,Genesee County,2.00,1.00,3.00,6.00
26,51,Michigan,Gladwin County,,,,2.00
26,53,Michigan,Gogebic County,1.00,,1.00,13.00
26,55,Michigan,Grand Traverse County,1.00,1.00,,6.00
26,57,Michigan,Gratiot County,,,1.00,
26,59,Michigan,Hillsdale County,2.00,1.00,,2.00
26,61,Michigan,Houghton County,2.00,,,4.00
26,63,Michigan,Huron County,,,1.00,
26,65,Michigan,Ingham County,4.00,2.00,4.00,4.00
26,67,Michigan,Ionia County,1.00,,1.00,2.00
26,69,Michigan,Iosco County,2.00,2.00,1.00,1.00
26,71,Michigan,Iron County,,,,
26,73,Michigan,Isabella County,1.00,1.00,,2.00
26,75,Michigan,Jackson County,1.00,,4.00,2.00
26,77,Michigan,Kalamazoo County,3.00,4.00,5.00,6.00
26,79,Michigan,Kalkaska County,,,,
26,81,Michigan,Kent County,2.00,10.00,14.00,15.00
26,83,Michigan,Keweenaw County,,,,
26,85,Michigan,Lake County,,,,
26,87,Michigan,Lapeer County,,,2.00,2.00
26,89,Michigan,Leelanau County,,1.00,,
26,91,Michigan,Lenawee County,5.00,1.00,3.00,2.00
26,93,Michigan,Livingston County,2.00,1.00,1.00,5.00
26,95,Michigan,Luce County,,,,
26,97,Michigan,Mackinac County,2.00,1.00,1.00,
26,99,Michigan,Macomb County,7.00,3.00,5.00,1.00
26,101,Michigan,Manistee County,,,,1.00
26,103,Michigan,Marquette County,8.00,2.00,1.00,4.00
26,105,Michigan,Mason County,,1.00,,2.00
26,107,Michigan,Mecosta County,1.00,,,2.00
26,109,Michigan,Menominee County,22.00,21.00,44.00,110.00
26,111,Michigan,Midland County,1.00,1.00,2.00,1.00
26,113,Michigan,Missaukee County,,,,
26,115,Michigan,Monroe County,,1.00,1.00,
26,117,Michigan,Montcalm County,1.00,,1.00,1.00
26,119,Michigan,Montmorency County,,,,
26,121,Michigan,Muskegon County,5.00,,4.00,4.00
26,123,Michigan,Newaygo County,,,,
26,125,Michigan,Oakland County,10.00,4.00,14.00,22.00
26,127,Michigan,Oceana County,1.00,,1.00,
26,129,Michigan,Ogemaw County,,1.00,,
26,131,Michigan,Ontonagon County,2.00,,,10.00
26,133,Michigan,Osceola County,,1.00,,1.00
26,135,Michigan,Oscoda County,,1.00,,1.00
26,137,Michigan,Otsego County,,,1.00,
26,139,Michigan,Ottawa County,,1.00,12.00,15.00
26,141,Michigan,Presque Isle County,,1.00,,
26,143,Michigan,Roscommon County,1.00,,,
26,145,Michigan,Saginaw County,,,,
26,147,Michigan,St. Clair County,1.00,2.00,1.00,2.00
26,149,Michigan,St. Joseph County,1.00,1.00,1.00,2.00
26,151,Michigan,Sanilac County,,,,1.00
26,153,Michigan,Schoolcraft County,,,,
26,155,Michigan,Shiawassee County,,,,
26,157,Michigan,Tuscola County,,,,
26,159,Michigan,Van Buren County,,6.00,1.00,3.00
26,161,Michigan,Washtenaw County,2.00,3.00,15.00,25.00
26,163,Michigan,Wayne County,16.00,7.00,6.00,11.00
26,165,Michigan,Wexford County,1.00,1.00,1.00,
27,0,Minnesota,Minnesota,8.00,4.00,,48.00
27,1,Minnesota,Aitkin County,36.00,50.00,70.00,86.00
27,3,Minnesota,Anoka County,58.00,178.00,344.00,466.00
27,5,Minnesota,Becker County,,1.00,44.00,84.00
27,7,Minnesota,Beltrami County,2.00,7.00,66.00,154.00
27,9,Minnesota,Benton County,5.00,18.00,17.00,36.00
27,11,Minnesota,Big Stone County,,,,1.00
27,13,Minnesota,Blue Earth County,12.00,8.00,19.00,15.00
27,15,Minnesota,Brown County,1.00,3.00,7.00,6.00
27,17,Minnesota,Carlton County,10.00,12.00,62.00,159.00
27,19,Minnesota,Carver County,7.00,7.00,29.00,46.00
27,21,Minnesota,Cass County,9.00,36.00,152.00,183.00
27,23,Minnesota,Chippewa County,,,,2.00
27,25,Minnesota,Chisago County,44.00,52.00,84.00,111.00
27,27,Minnesota,Clay County,1.00,1.00,6.00,24.00
27,29,Minnesota,Clearwater County,,2.00,19.00,21.00
27,31,Minnesota,Cook County,,2.00,3.00,1.00
27,33,Minnesota,Cottonwood County,1.00,,1.00,2.00
27,35,Minnesota,Crow Wing County,66.00,180.00,472.00,319.00
27,37,Minnesota,Dakota County,59.00,87.00,246.00,295.00
27,39,Minnesota,Dodge County,,3.00,3.00,13.00
27,41,Minnesota,Douglas County,3.00,,7.00,13.00
27,43,Minnesota,Faribault County,2.00,2.00,2.00,3.00
27,45,Minnesota,Fillmore County,,3.00,21.00,29.00
27,47,Minnesota,Freeborn County,,1.00,8.00,8.00
27,49,Minnesota,Goodhue County,6.00,4.00,33.00,48.00
27,51,Minnesota,Grant County,1.00,,,
27,53,Minnesota,Hennepin County,162.00,247.00,574.00,778.00
27,55,Minnesota,Houston County,3.00,31.00,111.00,66.00
27,57,Minnesota,Hubbard County,2.00,1.00,69.00,102.00
27,59,Minnesota,Isanti County,14.00,26.00,37.00,79.00
27,61,Minnesota,Itasca County,3.00,10.00,85.00,170.00
27,63,Minnesota,Jackson County,,1.00,,1.00
27,65,Minnesota,Kanabec County,28.00,44.00,37.00,39.00
27,67,Minnesota,Kandiyohi County,1.00,2.00,8.00,20.00
27,69,Minnesota,Kittson County,,1.00,,3.00
27,71,Minnesota,Koochiching County,,2.00,1.00,2.00
27,73,Minnesota,Lac qui Parle County,,,,1.00
27,75,Minnesota,Lake County,1.00,,10.00,9.00
27,77,Minnesota,Lake of the Woods County,,,1.00,1.00
27,79,Minnesota,Le Sueur County,1.00,4.00,4.00,11.00
27,81,Minnesota,Lincoln County,,,1.00,
27,83,Minnesota,Lyon County,1.00,2.00,1.00,
27,85,Minnesota,McLeod County,1.00,2.00,10.00,12.00
27,87,Minnesota,Mahnomen County,,,6.00,7.00
27,89,Minnesota,Marshall County,,,1.00,7.00
27,91,Minnesota,Martin County,,,1.00,4.00
27,93,Minnesota,Meeker County,,2.00,7.00,7.00
27,95,Minnesota,Mille Lacs County,26.00,27.00,53.00,63.00
27,97,Minnesota,Morrison County,5.00,26.00,72.00,72.00
27,99,Minnesota,Mower County,1.00,1.00,7.00,12.00
27,101,Minnesota,Murray County,,,,1.00
27,103,Minnesota,Nicollet County,1.00,3.00,11.00,11.00
27,105,Minnesota,Nobles County,1.00,,,
27,107,Minnesota,Norman County,,,5.00,6.00
27,109,Minnesota,Olmsted County,15.00,26.00,43.00,80.00
27,111,Minnesota,Otter Tail County,1.00,4.00,16.00,48.00
27,113,Minnesota,Pennington County,,,3.00,7.00
27,115,Minnesota,Pine County,71.00,61.00,115.00,162.00
27,117,Minnesota,Pipestone County,,,,
27,119,Minnesota,Polk County,,,10.00,31.00
27,121,Minnesota,Pope County,,,1.00,1.00
27,123,Minnesota,Ramsey County,151.00,209.00,329.00,432.00
27,125,Minnesota,Red Lake County,,,1.00,1.00
27,127,Minnesota,Redwood County,,,3.00,1.00
27,129,Minnesota,Renville County,,2.00,2.00,3.00
27,131,Minnesota,Rice County,2.00,7.00,15.00,29.00
27,133,Minnesota,Rock County,,,,1.00
27,135,Minnesota,Roseau County,,1.00,5.00,1.00
27,137,Minnesota,St. Louis County,21.00,29.00,82.00,278.00
27,139,Minnesota,Scott County,14.00,19.00,57.00,69.00
27,141,Minnesota,Sherburne County,10.00,43.00,110.00,180.00
27,143,Minnesota,Sibley County,1.00,,2.00,3.00
27,145,Minnesota,Stearns County,12.00,24.00,80.00,122.00
27,147,Minnesota,Steele County,3.00,2.00,11.00,10.00
27,149,Minnesota,Stevens County,,,1.00,
27,151,Minnesota,Swift County,,,2.00,
27,153,Minnesota,Todd County,,2.00,26.00,39.00
27,155,Minnesota,Traverse County,,,,
27,157,Minnesota,Wabasha County,2.00,6.00,19.00,30.00
27,159,Minnesota,Wadena County,,2.00,9.00,38.00
27,161,Minnesota,Waseca County,2.00,3.00,,8.00
27,163,Minnesota,Washington County,102.00,151.00,284.00,349.00
27,165,Minnesota,Watonwan County,,,2.00,3.00
27,167,Minnesota,Wilkin County,,,,
27,169,Minnesota,Winona County,9.00,26.00,86.00,142.00
27,171,Minnesota,Wright County,6.00,16.00,54.00,99.00
27,173,Minnesota,Yellow Medicine County,1.00,,,1.00
28,0,Mississippi,Mississippi,,3.00,,
28,1,Mississippi,Adams County,,,,
28,3,Mississippi,Alcorn County,,,2.00,
28,5,Mississippi,Amite County,2.00,1.00,1.00,
28,7,Mississippi,Attala County,,3.00,,
28,9,Mississippi,Benton County,,,,
28,11,Mississippi,Bolivar County,,,,
28,13,Mississippi,Calhoun County,,,,
28,15,Mississippi,Carroll County,,,,
28,17,Mississippi,Chickasaw County,,,,
28,19,Mississippi,Choctaw County,,2.00,,
28,21,Mississippi,Claiborne County,,,,
28,23,Mississippi,Clarke County,1.00,1.00,1.00,
28,25,Mississippi,Clay County,,,,
28,27,Mississippi,Coahoma County,1.00,,1.00,
28,29,Mississippi,Copiah County,1.00,1.00,1.00,
28,31,Mississippi,Covington County,1.00,,,
28,33,Mississippi,DeSoto County,1.00,1.00,3.00,
28,35,Mississippi,Forrest County,,,4.00,
28,37,Mississippi,Franklin County,,1.00,,
28,39,Mississippi,George County,,,,
28,41,Mississippi,Greene County,,,,
28,43,Mississippi,Grenada County,1.00,,,
28,45,Mississippi,Hancock County,,1.00,1.00,
28,47,Mississippi,Harrison County,7.00,7.00,1.00,
28,49,Mississippi,Hinds County,5.00,9.00,2.00,2.00
28,51,Mississippi,Holmes County,,,,
28,53,Mississippi,Humphreys County,,,,
28,55,Mississippi,Issaquena County,,,,
28,57,Mississippi,Itawamba County,,,,
28,59,Mississippi,Jackson County,4.00,5.00,3.00,
28,61,Mississippi,Jasper County,,,,
28,63,Mississippi,Jefferson County,,,,
28,65,Mississippi,Jefferson Davis County,,,,
28,67,Mississippi,Jones County,,1.00,1.00,
28,69,Mississippi,Kemper County,1.00,,,
28,71,Mississippi,Lafayette County,,,,
28,73,Mississippi,Lamar County,1.00,1.00,1.00,1.00
28,75,Mississippi,Lauderdale County,2.00,3.00,3.00,
28,77,Mississippi,Lawrence County,,,,
28,79,Mississippi,Leake County,1.00,,,
28,81,Mississippi,Lee County,1.00,,3.00,
28,83,Mississippi,Leflore County,,,,
28,85,Mississippi,Lincoln County,,,,
28,87,Mississippi,Lowndes County,1.00,1.00,1.00,
28,89,Mississippi,Madison County,,,,
28,91,Mississippi,Marion County,,,,
28,93,Mississippi,Marshall County,,3.00,1.00,
28,95,Mississippi,Monroe County,,,,2.00
28,97,Mississippi,Montgomery County,,,,
28,99,Mississippi,Neshoba County,1.00,,,
28,101,Mississippi,Newton County,,,,
28,103,Mississippi,Noxubee County,,,,
28,105,Mississippi,Oktibbeha County,,,,
28,107,Mississippi,Panola County,,1.00,,
28,109,Mississippi,Pearl River County,1.00,1.00,,
28,111,Mississippi,Perry County,,,,
28,113,Mississippi,Pike County,2.00,3.00,,
28,115,Mississippi,Pontotoc County,,,,
28,117,Mississippi,Prentiss County,,1.00,,
28,119,Mississippi,Quitman County,,,1.00,
28,121,Mississippi,Rankin County,,,,
28,123,Mississippi,Scott County,,,,
28,125,Mississippi,Sharkey County,,,,
28,127,Mississippi,Simpson County,1.00,,,
28,129,Mississippi,Smith County,,,,
28,131,Mississippi,Stone County,,,2.00,
28,133,Mississippi,Sunflower County,,,,
28,135,Mississippi,Tallahatchie County,,,,
28,137,Mississippi,Tate County,,1.00,,
28,139,Mississippi,Tippah County,,,,
28,141,Mississippi,Tishomingo County,,,1.00,
28,143,Mississippi,Tunica County,,,,
28,145,Mississippi,Union County,,1.00,,
28,147,Mississippi,Walthall County,,,,
28,149,Mississippi,Warren County,2.00,1.00,1.00,
28,151,Mississippi,Washington County,,,,
28,153,Mississippi,Wayne County,1.00,,1.00,
28,155,Mississippi,Webster County,,,,
28,157,Mississippi,Wilkinson County,,,,
28,159,Mississippi,Winston County,2.00,,,
28,161,Mississippi,Yalobusha County,,5.00,,
28,163,Mississippi,Yazoo County,,1.00,,
29,0,Missouri,Missouri,,1.00,,
29,1,Missouri,Adair County,,2.00,,2.00
29,3,Missouri,Andrew County,1.00,,1.00,
29,5,Missouri,Atchison County,1.00,,,
29,7,Missouri,Audrain County,3.00,2.00,,
29,9,Missouri,Barry County,6.00,3.00,2.00,
29,11,Missouri,Barton County,,,1.00,
29,13,Missouri,Bates County,7.00,2.00,2.00,
29,15,Missouri,Benton County,,,2.00,
29,17,Missouri,Bollinger County,14.00,10.00,1.00,
29,19,Missouri,Boone County,5.00,4.00,4.00,
29,21,Missouri,Buchanan County,1.00,,4.00,
29,23,Missouri,Butler County,3.00,1.00,1.00,
29,25,Missouri,Caldwell County,2.00,1.00,,
29,27,Missouri,Callaway County,1.00,2.00,2.00,
29,29,Missouri,Camden County,23.00,5.00,3.00,
29,31,Missouri,Cape Girardeau County,43.00,25.00,5.00,
29,33,Missouri,Carroll County,1.00,,1.00,
29,35,Missouri,Carter County,1.00,,,
29,37,Missouri,Cass County,6.00,4.00,4.00,
29,39,Missouri,Cedar County,3.00,1.00,3.00,
29,41,Missouri,Chariton County,1.00,,,
29,43,Missouri,Christian County,3.00,2.00,1.00,1.00
29,45,Missouri,Clark County,,1.00,1.00,
29,47,Missouri,Clay County,12.00,3.00,3.00,1.00
29,49,Missouri,Clinton County,2.00,,1.00,
29,51,Missouri,Cole County,9.00,2.00,,
29,53,Missouri,Cooper County,,,,
29,55,Missouri,Crawford County,2.00,1.00,,
29,57,Missouri,Dade County,,,,
29,59,Missouri,Dallas County,1.00,2.00,,
29,61,Missouri,Daviess County,,,1.00,
29,63,Missouri,DeKalb County,1.00,,1.00,
29,65,Missouri,Dent County,,1.00,2.00,
29,67,Missouri,Douglas County,,,,
29,69,Missouri,Dunklin County,1.00,1.00,1.00,
29,71,Missouri,Franklin County,4.00,4.00,4.00,1.00
29,73,Missouri,Gasconade County,2.00,1.00,1.00,
29,75,Missouri,Gentry County,1.00,,3.00,
29,77,Missouri,Greene County,11.00,2.00,1.00,1.00
29,79,Missouri,Grundy County,1.00,,,
29,81,Missouri,Harrison County,,,1.00,
29,83,Missouri,Henry County,,3.00,3.00,
29,85,Missouri,Hickory County,,,,
29,87,Missouri,Holt County,,,,
29,89,Missouri,Howard County,,1.00,,
29,91,Missouri,Howell County,1.00,3.00,1.00,
29,93,Missouri,Iron County,6.00,2.00,1.00,1.00
29,95,Missouri,Jackson County,62.00,10.00,21.00,4.00
29,97,Missouri,Jasper County,7.00,3.00,3.00,
29,99,Missouri,Jefferson County,8.00,1.00,6.00,
29,101,Missouri,Johnson County,7.00,,2.00,
29,103,Missouri,Knox County,,,,
29,105,Missouri,Laclede County,,,1.00,
29,107,Missouri,Lafayette County,4.00,,,
29,109,Missouri,Lawrence County,2.00,2.00,2.00,
29,111,Missouri,Lewis County,,1.00,,
29,113,Missouri,Lincoln County,,2.00,2.00,1.00
29,115,Missouri,Linn County,1.00,,1.00,
29,117,Missouri,Livingston County,1.00,,4.00,
29,119,Missouri,McDonald County,3.00,3.00,2.00,
29,121,Missouri,Macon County,,,,
29,123,Missouri,Madison County,5.00,3.00,1.00,
29,125,Missouri,Maries County,2.00,,1.00,
29,127,Missouri,Marion County,4.00,,,
29,129,Missouri,Mercer County,,,1.00,
29,131,Missouri,Miller County,1.00,1.00,1.00,
29,133,Missouri,Mississippi County,4.00,1.00,1.00,
29,135,Missouri,Moniteau County,1.00,1.00,1.00,
29,137,Missouri,Monroe County,1.00,,,
29,139,Missouri,Montgomery County,,2.00,,
29,141,Missouri,Morgan County,11.00,2.00,,1.00
29,143,Missouri,New Madrid County,10.00,2.00,,
29,145,Missouri,Newton County,3.00,1.00,1.00,
29,147,Missouri,Nodaway County,5.00,,3.00,1.00
29,149,Missouri,Oregon County,,,,
29,151,Missouri,Osage County,,,,
29,153,Missouri,Ozark County,,,,
29,155,Missouri,Pemiscot County,1.00,,,
29,157,Missouri,Perry County,20.00,2.00,1.00,
29,159,Missouri,Pettis County,2.00,3.00,,
29,161,Missouri,Phelps County,,1.00,3.00,2.00
29,163,Missouri,Pike County,1.00,1.00,,
29,165,Missouri,Platte County,4.00,,,
29,167,Missouri,Polk County,2.00,,1.00,
29,169,Missouri,Pulaski County,,,,
29,171,Missouri,Putnam County,,,,1.00
29,173,Missouri,Ralls County,,2.00,,
29,175,Missouri,Randolph County,,2.00,,
29,177,Missouri,Ray County,,,2.00,
29,179,Missouri,Reynolds County,,1.00,,
29,181,Missouri,Ripley County,2.00,4.00,1.00,
29,183,Missouri,St. Charles County,7.00,6.00,5.00,
29,185,Missouri,St. Clair County,,1.00,1.00,
29,186,Missouri,Ste. Genevieve County,3.00,1.00,,2.00
29,187,Missouri,St. Francois County,6.00,2.00,,
29,189,Missouri,St. Louis County,12.00,11.00,8.00,8.00
29,195,Missouri,Saline County,,,2.00,
29,197,Missouri,Schuyler County,,,,
29,199,Missouri,Scotland County,,,,
29,201,Missouri,Scott County,35.00,13.00,2.00,
29,203,Missouri,Shannon County,1.00,1.00,,
29,205,Missouri,Shelby County,2.00,,,
29,207,Missouri,Stoddard County,17.00,2.00,,
29,209,Missouri,Stone County,,1.00,1.00,
29,211,Missouri,Sullivan County,,1.00,,
29,213,Missouri,Taney County,20.00,3.00,9.00,
29,215,Missouri,Texas County,1.00,2.00,,
29,217,Missouri,Vernon County,1.00,1.00,,
29,219,Missouri,Warren County,1.00,1.00,,
29,221,Missouri,Washington County,2.00,2.00,1.00,
29,223,Missouri,Wayne County,1.00,1.00,,
29,225,Missouri,Webster County,1.00,2.00,,
29,227,Missouri,Worth County,,,,
29,229,Missouri,Wright County,2.00,,2.00,
29,510,Missouri,St. Louis city,,2.00,1.00,1.00
30,0,Montana,Montana,,,,
30,1,Montana,Beaverhead County,,,,1.00
30,3,Montana,Big Horn County,,,,
30,5,Montana,Blaine County,,,,
30,7,Montana,Broadwater County,,,,
30,9,Montana,Carbon County,,,,1.00
30,11,Montana,Carter County,,,,
30,13,Montana,Cascade County,,,,3.00
30,15,Montana,Chouteau County,,,,
30,17,Montana,Custer County,,,,1.00
30,19,Montana,Daniels County,,,,
30,21,Montana,Dawson County,,,,
30,23,Montana,Deer Lodge County,,,,1.00
30,25,Montana,Fallon County,,,,
30,27,Montana,Fergus County,,,,
30,29,Montana,Flathead County,,,,3.00
30,31,Montana,Gallatin County,,,,4.00
30,33,Montana,Garfield County,,,,
30,35,Montana,Glacier County,,,,
30,37,Montana,Golden Valley County,,,,
30,39,Montana,Granite County,,,,
30,41,Montana,Hill County,,,,
30,43,Montana,Jefferson County,,,,
30,45,Montana,Judith Basin County,,,,
30,47,Montana,Lake County,,,,1.00
30,49,Montana,Lewis and Clark County,,,,2.00
30,51,Montana,Liberty County,,,,
30,53,Montana,Lincoln County,,,,1.00
30,55,Montana,McCone County,,,,
30,57,Montana,Madison County,,,,2.00
30,59,Montana,Meagher County,,,,
30,61,Montana,Mineral County,,,,
30,63,Montana,Missoula County,,,,3.00
30,65,Montana,Musselshell County,,,,1.00
30,67,Montana,Park County,,,,
30,69,Montana,Petroleum County,,,,
30,71,Montana,Phillips County,,,,
30,73,Montana,Pondera County,,,,
30,75,Montana,Powder River County,,,,
30,77,Montana,Powell County,,,,
30,79,Montana,Prairie County,,,,
30,81,Montana,Ravalli County,,,,1.00
30,83,Montana,Richland County,,,,
30,85,Montana,Roosevelt County,,,,
30,87,Montana,Rosebud County,,,,
30,89,Montana,Sanders County,,,,
30,91,Montana,Sheridan County,,,,
30,93,Montana,Silver Bow County,,,,
30,95,Montana,Stillwater County,,,,
30,97,Montana,Sweet Grass County,,,,
30,99,Montana,Teton County,,,,
30,101,Montana,Toole County,,,,
30,103,Montana,Treasure County,,,,
30,105,Montana,Valley County,,,,
30,107,Montana,Wheatland County,,,,
30,109,Montana,Wibaux County,,,,
30,111,Montana,Yellowstone County,,,1.00,
31,0,Nebraska,Nebraska,,,,1.00
31,1,Nebraska,Adams County,,,,
31,3,Nebraska,Antelope County,,,,1.00
31,5,Nebraska,Arthur County,,,,
31,7,Nebraska,Banner County,,,,
31,9,Nebraska,Blaine County,,,,
31,11,Nebraska,Boone County,1.00,,,1.00
31,13,Nebraska,Box Butte County,,,,
31,15,Nebraska,Boyd County,,,,
31,17,Nebraska,Brown County,,,1.00,
31,19,Nebraska,Buffalo County,,,,
31,21,Nebraska,Burt County,,,,
31,23,Nebraska,Butler County,,,,
31,25,Nebraska,Cass County,1.00,,1.00,
31,27,Nebraska,Cedar County,,,,
31,29,Nebraska,Chase County,,,,
31,31,Nebraska,Cherry County,,,,
31,33,Nebraska,Cheyenne County,,,,
31,35,Nebraska,Clay County,1.00,,,
31,37,Nebraska,Colfax County,,,,
31,39,Nebraska,Cuming County,,,,
31,41,Nebraska,Custer County,,,,
31,43,Nebraska,Dakota County,,,,
31,45,Nebraska,Dawes County,,,,
31,47,Nebraska,Dawson County,,,,
31,49,Nebraska,Deuel County,,,,
31,51,Nebraska,Dixon County,1.00,,,
31,53,Nebraska,Dodge County,,2.00,,1.00
31,55,Nebraska,Douglas County,8.00,11.00,8.00,14.00
31,57,Nebraska,Dundy County,,,,
31,59,Nebraska,Fillmore County,1.00,,,
31,61,Nebraska,Franklin County,,,,
31,63,Nebraska,Frontier County,,,,
31,65,Nebraska,Furnas County,,,,
31,67,Nebraska,Gage County,2.00,,,
31,69,Nebraska,Garden County,,,,
31,71,Nebraska,Garfield County,,,,
31,73,Nebraska,Gosper County,,,,
31,75,Nebraska,Grant County,,,,
31,77,Nebraska,Greeley County,,,,
31,79,Nebraska,Hall County,1.00,1.00,1.00,1.00
31,81,Nebraska,Hamilton County,,,,1.00
31,83,Nebraska,Harlan County,,,,
31,85,Nebraska,Hayes County,,,,
31,87,Nebraska,Hitchcock County,,,,
31,89,Nebraska,Holt County,,,,
31,91,Nebraska,Hooker County,,,,
31,93,Nebraska,Howard County,,,,
31,95,Nebraska,Jefferson County,,,,
31,97,Nebraska,Johnson County,,,,
